sentence,emotion
a few minutes ago my roommate was genuinely surprised since the call connected immediately without waiting late at night.,suprise
just now my teammate was totally surprised since the store clerk remembered my previous visit at the station.,suprise
my dad felt surprised beyond words after I bumped into my childhood friend downtown this morning.,suprise
my classmate felt pleasantly surprised after the call connected immediately without waiting this afternoon.,suprise
I was genuinely surprised because the app crash disappeared after one restart at home right after I arrived; it left me blinking in confusion.,suprise
my brother did not expect it at all: the cafeteria served my favorite meal last night and felt surprised beyond words.,suprise
the cashier did not expect it at all: my presentation finished exactly on time this afternoon and felt speechless.,suprise
I discovered my favorite snack at a discount at home this evening; my manager felt stunned immediately.,suprise
my friend felt startled after a cat jumped onto my windowsill earlier.,suprise
my colleague felt stunned when I met someone from my hometown abroad on my way back a few minutes ago; it felt like a plot twist in real life.,suprise
the class ended early and everyone cheered late at night this evening; my colleague felt momentarily frozen immediately.,suprise
without warning our neighbor felt surprised beyond words because my code passed all tests on the first run on the train; I was not prepared for that at all.,suprise
When the game ended with a dramatic comeback while waiting in line my dad felt momentarily frozen and paused for a second.,suprise
I was startled because my payment went through after days of failure while waiting in line today; it caught me totally off guard.,suprise
the server recovered before anyone noticed on my way back today; my manager felt totally surprised immediately.,suprise
We were caught off guard when the venue was much better than expected this evening.,suprise
my teacher felt stunned when an old photo reminded me of a forgotten trip during lunch this afternoon; I just stood there in disbelief.,suprise
my brother felt pleasantly surprised after I discovered my favorite snack at a discount just now.,suprise
my mom felt speechless when I got a callback the same day before class right before I left; I laughed because it felt unreal.,suprise
all of a sudden my roommate felt startled because I met someone from my hometown abroad at school; it caught me totally off guard.,suprise
my manager felt wide-eyed when my flight got upgraded at the gate during lunch just now; it left me blinking in confusion.,suprise
my colleague felt pleasantly surprised when the maintenance issue resolved itself overnight early in the morning today; I laughed because it felt unreal.,suprise
completely unexpectedly I got the very last ticket available just now and my classmate felt startled.,suprise
I was totally surprised because my coffee order was upgraded for free on my way back earlier; my jaw dropped for a second.,suprise
in a split second my manager felt surprised beyond words because the professor announced bonus points for everyone during a busy afternoon; I laughed because it felt unreal.,suprise
I did not expect it at all: my old account was recovered instantly right before I left and felt wide-eyed.,suprise
We were taken aback when my train showed up on time for once this morning.,suprise
earlier my roommate was surprised and curious since my train showed up on time for once before class.,suprise
for no reason I could see a long queue suddenly split into two lines today and my classmate felt amazed.,suprise
I was totally surprised because my alarm failed but I still woke up early at work just now; I laughed because it felt unreal.,suprise
When the exam question was exactly what I revised at the station my dad felt wide-eyed and paused for a second.,suprise
I was stunned because I got a callback the same day at school this afternoon; it left me blinking in confusion.,suprise
my colleague did not expect it at all: my doctor said the results were normal right after I arrived and felt totally surprised.,suprise
I was offered help before I asked at the station earlier; my cousin felt shocked immediately.,suprise
my brother felt startled when the store clerk remembered my previous visit at school a few minutes ago; I looked around to make sure it was real.,suprise
I was genuinely surprised because my favorite book was available at the library during lunch a few minutes ago; it completely changed my mood.,suprise
my manager felt startled when the store clerk remembered my previous visit at school a few minutes ago; it caught me totally off guard.,suprise
as if by magic my teacher felt amazed because the interview turned out friendly and easy on my way back; I needed a second to process it.,suprise
the call connected immediately without waiting early in the morning a few minutes ago; we felt taken aback immediately.,suprise
completely unexpectedly a friend I missed sent me a long message a few minutes ago and my manager felt startled.,suprise
my dad did not expect it at all: the lights came back on by themselves a few minutes ago and felt pleasantly surprised.,suprise
my mom did not expect it at all: my parcel included a handwritten thank-you note earlier and felt wide-eyed.,suprise
to my surprise my teammate felt genuinely surprised because I got accepted on my first try at home; I just stood there in disbelief.,suprise
We were wide-eyed when I was offered help before I asked right after I arrived.,suprise
When I found a seat on a fully crowded train at work my coach felt surprised and curious and paused for a second.,suprise
When the deadline got extended by a week during a busy afternoon the doctor felt speechless and paused for a second.,suprise
a long queue suddenly split into two lines during lunch today; my coach felt pleasantly surprised immediately.,suprise
We were in disbelief when my payment went through after days of failure this evening.,suprise
I was surprised beyond words because my alarm failed but I still woke up early during the meeting just now; I just stood there in disbelief.,suprise
my brother felt speechless when I found the answer at the top of the notes at the station right after I arrived; I needed a second to process it.,suprise
my classmate felt amazed after the class topic matched exactly what I prepared just now.,suprise
my flight got upgraded at the gate during a busy afternoon this morning; our neighbor felt pleasantly surprised immediately.,suprise
to my surprise our neighbor felt stunned because the bus arrived the second I reached the stop in the store; I needed a second to process it.,suprise
our neighbor did not expect it at all: I guessed the answer and got it right a few minutes ago and felt totally surprised.,suprise
We were totally surprised when my interview started with a friendly joke earlier.,suprise
I was caught off guard because my presentation finished exactly on time during lunch just now; my jaw dropped for a second.,suprise
a few minutes ago my dad was surprised and curious since the store had exactly one item left in my size on the train.,suprise
right at that moment the cafeteria served my favorite meal this afternoon and I felt surprised beyond words.,suprise
as if by magic our neighbor felt pleasantly surprised because the host called my name first during lunch; I laughed because it felt unreal.,suprise
my teammate felt wide-eyed when the team selected my proposal unanimously at school right after I arrived; it left me blinking in confusion.,suprise
We were wide-eyed when the lost file appeared in the backup folder right after I arrived.,suprise
a few minutes ago my friend was genuinely surprised since I got accepted on my first try early in the morning.,suprise
I was taken aback because the store had exactly one item left in my size late at night this evening; I just stood there in disbelief.,suprise
my colleague did not expect it at all: the lost file appeared in the backup folder today and felt speechless.,suprise
I received unexpected good news during the meeting this evening; my roommate felt startled immediately.,suprise
my roommate did not expect it at all: the venue was much better than expected earlier and felt stunned.,suprise
my teammate did not expect it at all: the store clerk remembered my previous visit today and felt stunned.,suprise
my cousin felt stunned after I found my keys in the first place I checked last night.,suprise
I was in disbelief because the venue was much better than expected at work just now; it caught me totally off guard.,suprise
today we was momentarily frozen since my presentation finished exactly on time late at night.,suprise
When the package fit perfectly through the mailbox during lunch our neighbor felt startled and paused for a second.,suprise
completely unexpectedly my brother felt momentarily frozen because the weather app was wrong and the day stayed sunny early in the morning; I needed a second to process it.,suprise
the cashier did not expect it at all: the taxi arrived in under a minute just now and felt totally surprised.,suprise
the cafeteria served my favorite meal at school just now; my mom felt startled immediately.,suprise
earlier my teammate was amazed since my reservation was upgraded to a better table during the meeting.,suprise
this afternoon my mom was wide-eyed since my doctor said the results were normal early in the morning.,suprise
my cousin did not expect it at all: a stranger paid for my coffee right after I arrived and felt caught off guard.,suprise
When my coffee order was upgraded for free before class my dad felt speechless and paused for a second.,suprise
this afternoon my roommate was speechless since my alarm failed but I still woke up early early in the morning.,suprise
my dad did not expect it at all: a hidden fee was refunded without asking this evening and felt startled.,suprise
We were shocked when I found the answer at the top of the notes right before I left.,suprise
I was surprised and curious because my reminder popped up at exactly the right time at the station this afternoon; I stared at it for a few seconds.,suprise
We were totally surprised when the room went silent right before the announcement just now.,suprise
my cousin did not expect it at all: I got a callback the same day today and felt taken aback.,suprise
to my surprise the doctor felt caught off guard because I discovered my favorite snack at a discount on the train; I did not see that coming at all.,suprise
We were totally surprised when my order arrived exactly as I imagined it right after I arrived.,suprise
my cousin felt caught off guard when I got the very last ticket available before class today; I just stood there in disbelief.,suprise
my sister felt stunned after a friend I missed sent me a long message right before I left.,suprise
I was wide-eyed because my side project got featured online at home this evening; it left me blinking in confusion.,suprise
from one moment to the next I received unexpected good news just now and my manager felt caught off guard.,suprise
we did not expect it at all: I got an invite I never expected this evening and felt in disbelief.,suprise
right at that moment my brother felt shocked because the road was empty during rush hour at home; I did not see that coming at all.,suprise
We were in disbelief when the teacher canceled the surprise quiz today.,suprise
When the support team solved my issue in minutes at school my friend felt stunned and paused for a second.,suprise
my refund was processed the same day during the meeting last night; my sister felt caught off guard immediately.,suprise
a hidden fee was refunded without asking while waiting in line last night; my roommate felt surprised beyond words immediately.,suprise
last night my manager was taken aback since a friend I missed sent me a long message in the store.,suprise
to my surprise my reservation was upgraded to a better table right before I left and my coach felt amazed.,suprise
all of a sudden the class topic matched exactly what I prepared earlier and my roommate felt speechless.,suprise
I was speechless because the store had exactly one item left in my size early in the morning a few minutes ago; I had to read it twice to believe it.,suprise
just then my reservation was upgraded to a better table this afternoon and my sister felt startled.,suprise
the bus arrived the second I reached the stop in the store earlier; my sister felt amazed immediately.,suprise
I was amazed because I received a handwritten thank-you card while waiting in line this evening; I was not prepared for that at all.,suprise
my manager did not expect it at all: the room went silent right before the announcement a few minutes ago and felt taken aback.,suprise
completely unexpectedly I found a seat on a fully crowded train last night and my teammate felt surprised and curious.,suprise
When the cafeteria served my favorite meal during a busy afternoon my brother felt genuinely surprised and paused for a second.,suprise
today my dad was pleasantly surprised since the printer worked on the first attempt during lunch.,suprise
we felt startled after the weather cleared right before the event just now.,suprise
to my surprise the app error fixed itself after restart last night and I felt startled.,suprise
When my friend showed up with a gift for no reason at the station I felt surprised beyond words and paused for a second.,suprise
I was in disbelief because my reminder popped up at exactly the right time during a busy afternoon last night; it felt like a plot twist in real life.,suprise
to my surprise my friend felt totally surprised because the store had exactly one item left in my size during the meeting; it caught me totally off guard.,suprise
just now we was genuinely surprised since I found my keys in the first place I checked late at night.,suprise
my refund was processed the same day at school today; my mom felt pleasantly surprised immediately.,suprise
When the server recovered before anyone noticed in the store my mom felt taken aback and paused for a second.,suprise
this afternoon my brother was surprised beyond words since the lost file appeared in the backup folder during lunch.,suprise
my dad did not expect it at all: my order arrived exactly as I imagined it this evening and felt in disbelief.,suprise
When the interview turned out friendly and easy during a busy afternoon my coach felt in disbelief and paused for a second.,suprise
my brother felt genuinely surprised when the bill was lower than I expected late at night earlier; it caught me totally off guard.,suprise
When someone remembered my birthday before I did at home my roommate felt totally surprised and paused for a second.,suprise
When a long queue suddenly split into two lines in the store the doctor felt genuinely surprised and paused for a second.,suprise
my brother felt pleasantly surprised when the venue was much better than expected during lunch just now; I laughed because it felt unreal.,suprise
my cousin felt totally surprised when the final score changed in the last second while waiting in line a few minutes ago; for a moment I just froze.,suprise
my cousin felt taken aback when the professor announced bonus points for everyone while waiting in line earlier; it completely changed my mood.,suprise
as if by magic my friend felt in disbelief because the rain stopped the moment I stepped outside at school; I looked around to make sure it was real.,suprise
my cousin did not expect it at all: the call connected immediately without waiting this evening and felt surprised and curious.,suprise
completely unexpectedly my classmate felt taken aback because my parcel included a handwritten thank-you note late at night; I was not prepared for that at all.,suprise
When the venue was much better than expected during the meeting my friend felt wide-eyed and paused for a second.,suprise
I felt amazed after the call connected immediately without waiting a few minutes ago.,suprise
I felt pleasantly surprised when the lost file appeared in the backup folder in the store this evening; I stared at it for a few seconds.,suprise
We were startled when I was offered help before I asked right after I arrived.,suprise
When my interview started with a friendly joke in the store my brother felt speechless and paused for a second.,suprise
right at that moment I felt momentarily frozen because the security check was unexpectedly quick early in the morning; for a moment I just froze.,suprise
I was momentarily frozen because the lost file appeared in the backup folder at home this evening; I just stood there in disbelief.,suprise
my friend showed up with a gift for no reason at home earlier; my dad felt amazed immediately.,suprise
my brother felt momentarily frozen when I found money in a coat I never use at work just now; I laughed because it felt unreal.,suprise
my side project got featured online at home this evening; our neighbor felt taken aback immediately.,suprise
my sister felt in disbelief after I got a callback the same day right before I left.,suprise
to my surprise my manager felt taken aback because I found money in a coat I never use while waiting in line; it caught me totally off guard.,suprise
When the app error fixed itself after restart on my way back my classmate felt stunned and paused for a second.,suprise
a few minutes ago my mom was taken aback since the internet came back during my deadline at work.,suprise
our neighbor felt totally surprised after the weather cleared right before the event this morning.,suprise
my dad felt stunned after the update fixed every bug I had a few minutes ago.,suprise
today I was startled since the game ended with a dramatic comeback at the station.,suprise
my teammate did not expect it at all: the printer worked on the first attempt this afternoon and felt shocked.,suprise
my colleague did not expect it at all: my phone rang and it was an old friend last night and felt wide-eyed.,suprise
When the queue moved faster than expected on my way back my classmate felt speechless and paused for a second.,suprise
the cashier did not expect it at all: the bill was lower than I expected this evening and felt speechless.,suprise
from one moment to the next the server recovered before anyone noticed right after I arrived and our neighbor felt surprised and curious.,suprise
When the cafeteria served my favorite meal during the meeting I felt shocked and paused for a second.,suprise
my classmate did not expect it at all: my parcel arrived exactly at my break time right before I left and felt pleasantly surprised.,suprise
my manager did not expect it at all: my old laptop started working again this morning and felt totally surprised.,suprise
my friend felt taken aback after I found a seat on a fully crowded train right before I left.,suprise
just now my brother was shocked since my favorite book was available at the library during the meeting.,suprise
for no reason I could see the taxi arrived in under a minute this morning and my brother felt in disbelief.,suprise
this afternoon my colleague was speechless since my order arrived exactly as I imagined it on my way back.,suprise
my teammate did not expect it at all: I won a giveaway I forgot I entered a few minutes ago and felt genuinely surprised.,suprise
to my surprise my team finished the project a week early last night and my sister felt amazed.,suprise
When my refund was processed the same day while waiting in line my roommate felt in disbelief and paused for a second.,suprise
the doctor did not expect it at all: the server recovered before anyone noticed today and felt startled.,suprise
we felt shocked after someone remembered my birthday before I did today.,suprise
the lost file appeared in the backup folder during the meeting just now; my manager felt shocked immediately.,suprise
When the call connected immediately without waiting at home my teacher felt pleasantly surprised and paused for a second.,suprise
We were stunned when the deadline got extended by a week right before I left.,suprise
When a hidden fee was refunded without asking during a busy afternoon the doctor felt totally surprised and paused for a second.,suprise
I was startled because the teacher canceled the surprise quiz at the station right before I left; my jaw dropped for a second.,suprise
for no reason I could see my friend showed up with a gift for no reason this afternoon and my friend felt startled.,suprise
just then my teammate felt stunned because the internet came back during my deadline late at night; it left me blinking in confusion.,suprise
the cashier did not expect it at all: my side project got featured online right before I left and felt pleasantly surprised.,suprise
our neighbor did not expect it at all: the door opened right as I reached for my keys this evening and felt speechless.,suprise
my teacher felt wide-eyed when my ticket number matched the draw on the train right after I arrived; I looked around to make sure it was real.,suprise
I was totally surprised because the professor announced bonus points for everyone at home right before I left; it left me blinking in confusion.,suprise
the cashier did not expect it at all: the teacher canceled the surprise quiz right after I arrived and felt startled.,suprise
the team selected my proposal unanimously at home last night; my brother felt pleasantly surprised immediately.,suprise
our neighbor felt surprised and curious when I found my keys in the first place I checked during lunch just now; it left me blinking in confusion.,suprise
last night the doctor was amazed since the store clerk remembered my previous visit at school.,suprise
I was wide-eyed because the game ended with a dramatic comeback at school today; I needed a second to process it.,suprise
my brother felt momentarily frozen after the support team solved my issue in minutes this evening.,suprise
my manager felt pleasantly surprised after the queue moved faster than expected this evening.,suprise
When my doctor said the results were normal during lunch my friend felt speechless and paused for a second.,suprise
We were speechless when the deadline got extended by a week earlier.,suprise
my sister felt in disbelief when I discovered my favorite snack at a discount early in the morning right after I arrived; I had to read it twice to believe it.,suprise
right before I left my teammate was amazed since the deadline got extended by a week at school.,suprise
We were surprised and curious when the meeting ended in ten minutes earlier.,suprise
in a split second a hidden fee was refunded without asking a few minutes ago and we felt stunned.,suprise
We were amazed when the weather app was wrong and the day stayed sunny this morning.,suprise
to my surprise the cashier felt taken aback because the maintenance issue resolved itself overnight late at night; my jaw dropped for a second.,suprise
we felt momentarily frozen after my name was called as the winner last night.,suprise
for no reason I could see the queue moved faster than expected earlier and my cousin felt startled.,suprise
all of a sudden I felt surprised beyond words because my coffee order was upgraded for free at home; it felt like a plot twist in real life.,suprise
just now my teammate was startled since an old photo reminded me of a forgotten trip at school.,suprise
I was momentarily frozen because the room went silent right before the announcement before class a few minutes ago; I was not prepared for that at all.,suprise
my sister felt stunned when the venue was much better than expected at school this morning; I needed a second to process it.,suprise
a long queue suddenly split into two lines while waiting in line a few minutes ago; the cashier felt genuinely surprised immediately.,suprise
we felt surprised beyond words after the venue was much better than expected just now.,suprise
We were momentarily frozen when the manager approved my idea instantly a few minutes ago.,suprise
my teacher felt shocked when someone remembered my birthday before I did at the station this morning; I paused and checked again to be sure.,suprise
out of nowhere the game ended with a dramatic comeback earlier and my classmate felt taken aback.,suprise
When my doctor said the results were normal at work the cashier felt taken aback and paused for a second.,suprise
right before I left my mom was in disbelief since the app error fixed itself after restart during a busy afternoon.,suprise
When the system accepted my code on the first submit during a busy afternoon our neighbor felt momentarily frozen and paused for a second.,suprise
for no reason I could see the doctor felt in disbelief because the team selected my proposal unanimously early in the morning; it caught me totally off guard.,suprise
When the store clerk remembered my previous visit during lunch my dad felt stunned and paused for a second.,suprise
We were surprised beyond words when someone remembered my birthday before I did last night.,suprise
this afternoon the cashier was surprised and curious since the deadline got extended by a week early in the morning.,suprise
the doctor did not expect it at all: the internet came back during my deadline right before I left and felt caught off guard.,suprise
I was speechless because the professor announced bonus points for everyone while waiting in line this morning; I laughed because it felt unreal.,suprise
my coffee order was upgraded for free before class a few minutes ago; my friend felt wide-eyed immediately.,suprise
for no reason I could see the professor announced bonus points for everyone a few minutes ago and my brother felt totally surprised.,suprise
as if by magic my dad felt stunned because the printer worked on the first attempt at home; I just stood there in disbelief.,suprise
my teammate felt startled when a cat jumped onto my windowsill at work just now; it completely changed my mood.,suprise
my team finished the project a week early early in the morning this evening; my teammate felt taken aback immediately.,suprise
I did not expect it at all: I received unexpected good news just now and felt shocked.,suprise
this afternoon my classmate was wide-eyed since the waiter brought dessert for free during lunch.,suprise
I was surprised and curious because the call connected immediately without waiting during lunch last night; I was not prepared for that at all.,suprise
When the server recovered before anyone noticed at home my mom felt totally surprised and paused for a second.,suprise
I was speechless because the gate changed to one right beside me during a busy afternoon this evening; I just stood there in disbelief.,suprise
I was in disbelief because the bill was lower than I expected during the meeting right before I left; it caught me totally off guard.,suprise
When I bumped into my childhood friend downtown late at night my sister felt genuinely surprised and paused for a second.,suprise
the call connected immediately without waiting during the meeting right after I arrived; my roommate felt momentarily frozen immediately.,suprise
right before I left my colleague was stunned since an old photo reminded me of a forgotten trip at work.,suprise
this afternoon my coach was surprised and curious since my phone rang and it was an old friend during the meeting.,suprise
all of a sudden the cashier felt amazed because the store clerk remembered my previous visit in the store; I needed a second to process it.,suprise
We were surprised beyond words when my old account was recovered instantly this evening.,suprise
this evening my dad was startled since the update fixed every bug I had at the station.,suprise
We were surprised beyond words when the noisy street turned completely quiet right after I arrived.,suprise
When my train showed up on time for once at the station I felt genuinely surprised and paused for a second.,suprise
as if by magic my friend felt in disbelief because the song changed right when I thought of it late at night; I laughed because it felt unreal.,suprise
the system accepted my code on the first submit during a busy afternoon this afternoon; my teammate felt surprised beyond words immediately.,suprise
my colleague felt stunned when the cafeteria served my favorite meal during lunch right after I arrived; I had to read it twice to believe it.,suprise
my classmate felt taken aback after the update fixed every bug I had earlier.,suprise
my sister did not expect it at all: the weather cleared right before the event last night and felt speechless.,suprise
earlier my friend was pleasantly surprised since the interview turned out friendly and easy at home.,suprise
just then the doctor felt stunned because the class topic matched exactly what I prepared in the store; it left me blinking in confusion.,suprise
We were startled when my phone rang and it was an old friend this afternoon.,suprise
my cousin felt totally surprised when the lights came back on by themselves in the store today; I laughed because it felt unreal.,suprise
We were caught off guard when I got a callback the same day just now.,suprise
my coach did not expect it at all: I met someone from my hometown abroad this afternoon and felt stunned.,suprise
We were surprised and curious when I got a callback the same day this afternoon.,suprise
I was wide-eyed because a stranger paid for my coffee on my way back this morning; for a moment I just froze.,suprise
all of a sudden I met someone from my hometown abroad right before I left and my dad felt startled.,suprise
my sister did not expect it at all: the door opened right as I reached for my keys earlier and felt wide-eyed.,suprise
right before I left my coach was taken aback since the bill was lower than I expected before class.,suprise
to my surprise the doctor felt speechless because my parcel was waiting at my door this morning during a busy afternoon; I did not see that coming at all.,suprise
the weather cleared right before the event during the meeting right after I arrived; our neighbor felt shocked immediately.,suprise
all of a sudden my cousin felt startled because the taxi arrived in under a minute on my way back; I just stood there in disbelief.,suprise
We were surprised beyond words when my presentation finished exactly on time this evening.,suprise
without warning my side project got featured online a few minutes ago and the doctor felt surprised beyond words.,suprise
my classmate felt taken aback after I won a giveaway I forgot I entered this morning.,suprise
When the team selected my proposal unanimously during the meeting my coach felt pleasantly surprised and paused for a second.,suprise
my cousin felt stunned when the door opened right as I reached for my keys while waiting in line right after I arrived; it completely changed my mood.,suprise
I was genuinely surprised because my code passed all tests on the first run on my way back today; for a moment I just froze.,suprise
my dad felt totally surprised when the door opened right as I reached for my keys at work a few minutes ago; it left me blinking in confusion.,suprise
I was totally surprised because the final score changed in the last second late at night today; I paused and checked again to be sure.,suprise
someone remembered my birthday before I did late at night earlier; my sister felt surprised and curious immediately.,suprise
just then my teacher felt wide-eyed because the app error fixed itself after restart while waiting in line; I paused and checked again to be sure.,suprise
our neighbor felt stunned when the gate changed to one right beside me in the store today; I was not prepared for that at all.,suprise
I found my keys in the first place I checked at the station a few minutes ago; the doctor felt momentarily frozen immediately.,suprise
my brother felt caught off guard when the app crash disappeared after one restart before class last night; I needed a second to process it.,suprise
my dad felt genuinely surprised after the host called my name first a few minutes ago.,suprise
my classmate felt amazed when the class ended early and everyone cheered at home just now; my jaw dropped for a second.,suprise
from one moment to the next the gate changed to one right beside me just now and I felt pleasantly surprised.,suprise
my teammate did not expect it at all: my favorite book was available at the library just now and felt stunned.,suprise
right at that moment my manager felt speechless because the lost file appeared in the backup folder in the store; it caught me totally off guard.,suprise
completely unexpectedly a random email offered me a scholarship this morning and my coach felt momentarily frozen.,suprise
to my surprise our neighbor felt in disbelief because the rain stopped the moment I stepped outside during the meeting; my jaw dropped for a second.,suprise
my cousin did not expect it at all: I found a seat on a fully crowded train this evening and felt taken aback.,suprise
our neighbor felt surprised beyond words when I won a giveaway I forgot I entered early in the morning this morning; it caught me totally off guard.,suprise
the server recovered before anyone noticed on the train just now; my classmate felt taken aback immediately.,suprise
We were surprised beyond words when a friend I missed sent me a long message this evening.,suprise
When my old laptop started working again during a busy afternoon we felt speechless and paused for a second.,suprise
the cashier did not expect it at all: my order arrived exactly as I imagined it a few minutes ago and felt surprised and curious.,suprise
my brother felt stunned after a friend I missed sent me a long message this evening.,suprise
When the deadline got extended by a week at home my roommate felt stunned and paused for a second.,suprise
I was speechless because the store had exactly one item left in my size at the station today; it left me blinking in confusion.,suprise
in a split second my friend felt in disbelief because the room went silent right before the announcement while waiting in line; for a moment I just froze.,suprise
When the noisy street turned completely quiet before class the cashier felt surprised and curious and paused for a second.,suprise
our neighbor felt shocked when the printer worked on the first attempt during lunch right after I arrived; my jaw dropped for a second.,suprise
from one moment to the next my teammate felt wide-eyed because the exam question was exactly what I revised at school; it left me blinking in confusion.,suprise
this evening our neighbor was wide-eyed since I received a handwritten thank-you card during the meeting.,suprise
just now my mom was taken aback since my favorite book was available at the library on the train.,suprise
I was amazed because the noisy street turned completely quiet late at night this afternoon; I paused and checked again to be sure.,suprise
my mom felt genuinely surprised after the server recovered before anyone noticed last night.,suprise
we did not expect it at all: I guessed the answer and got it right this evening and felt genuinely surprised.,suprise
my brother felt caught off guard after the weather cleared right before the event a few minutes ago.,suprise
earlier my roommate was taken aback since I found my keys in the first place I checked at the station.,suprise
my brother felt caught off guard after the app error fixed itself after restart this evening.,suprise
We were wide-eyed when the bill was lower than I expected right before I left.,suprise
the cashier felt caught off guard after I discovered my favorite snack at a discount just now.,suprise
from one moment to the next my coach felt amazed because my side project got featured online during a busy afternoon; I was not prepared for that at all.,suprise
we felt totally surprised after the bus arrived the second I reached the stop a few minutes ago.,suprise
I was shocked because the deadline got extended by a week at home a few minutes ago; it caught me totally off guard.,suprise
We were startled when my parcel arrived before I left the house this afternoon.,suprise
my teacher felt totally surprised after I guessed the answer and got it right this afternoon.,suprise
today the doctor was wide-eyed since the weather app was wrong and the day stayed sunny late at night.,suprise
all of a sudden my friend felt shocked because I got accepted on my first try during a busy afternoon; I was not prepared for that at all.,suprise
When the weather cleared right before the event on the train my friend felt caught off guard and paused for a second.,suprise
for no reason I could see my reminder popped up at exactly the right time just now and my friend felt surprised and curious.,suprise
right before I left the doctor was amazed since my alarm failed but I still woke up early early in the morning.,suprise
my brother did not expect it at all: the queue moved faster than expected a few minutes ago and felt stunned.,suprise
my coach did not expect it at all: the package fit perfectly through the mailbox this evening and felt taken aback.,suprise
just then my brother felt surprised beyond words because the teacher canceled the surprise quiz on the train; for a moment I just froze.,suprise
earlier our neighbor was surprised beyond words since my difficult bug disappeared after one small change while waiting in line.,suprise
earlier my manager was taken aback since I got accepted on my first try while waiting in line.,suprise
When the song changed right when I thought of it while waiting in line my friend felt speechless and paused for a second.,suprise
my brother felt caught off guard after the maintenance issue resolved itself overnight last night.,suprise
as if by magic the cashier felt shocked because the website loaded instantly on a slow connection while waiting in line; I needed a second to process it.,suprise
the cashier did not expect it at all: the door opened right as I reached for my keys today and felt in disbelief.,suprise
last night the doctor was startled since my train showed up on time for once late at night.,suprise
in a split second my reservation was upgraded to a better table just now and my roommate felt shocked.,suprise
right at that moment the doctor felt speechless because the exam question was exactly what I revised while waiting in line; my jaw dropped for a second.,suprise
We were caught off guard when the class ended early and everyone cheered a few minutes ago.,suprise
we felt genuinely surprised after I got an invite I never expected earlier.,suprise
I was totally surprised because my old account was recovered instantly at the station last night; I stared at it for a few seconds.,suprise
I was amazed because a random email offered me a scholarship during the meeting this morning; I had to read it twice to believe it.,suprise
When I got accepted on my first try early in the morning my cousin felt surprised beyond words and paused for a second.,suprise
the server recovered before anyone noticed while waiting in line this evening; my friend felt stunned immediately.,suprise
out of nowhere my friend felt shocked because the store clerk remembered my previous visit early in the morning; it caught me totally off guard.,suprise
We were startled when I found the answer at the top of the notes earlier.,suprise
out of nowhere my sister felt speechless because my old account was recovered instantly late at night; I did not see that coming at all.,suprise
my friend did not expect it at all: the lights came back on by themselves this evening and felt pleasantly surprised.,suprise
I found my keys in the first place I checked on my way back this evening; we felt totally surprised immediately.,suprise
last night my teacher was genuinely surprised since the security check was unexpectedly quick during the meeting.,suprise
We were in disbelief when someone remembered my birthday before I did this afternoon.,suprise
my parcel arrived exactly at my break time late at night this morning; my mom felt wide-eyed immediately.,suprise
without warning my teacher felt surprised beyond words because the lost file appeared in the backup folder on the train; I did not see that coming at all.,suprise
We were in disbelief when I guessed the answer and got it right this evening.,suprise
my mom felt caught off guard after I got the very last ticket available last night.,suprise
all of a sudden my phone rang and it was an old friend today and my manager felt stunned.,suprise
We were surprised beyond words when a long queue suddenly split into two lines just now.,suprise
my friend felt surprised beyond words when my refund was processed the same day at the station right after I arrived; I was not prepared for that at all.,suprise
for no reason I could see my mom felt totally surprised because my side project got featured online early in the morning; it caught me totally off guard.,suprise
When the weather app was wrong and the day stayed sunny on my way back my colleague felt taken aback and paused for a second.,suprise
the gate changed to one right beside me during the meeting just now; my manager felt totally surprised immediately.,suprise
When my parcel included a handwritten thank-you note on the train our neighbor felt taken aback and paused for a second.,suprise
I felt totally surprised after the bill was lower than I expected this afternoon.,suprise
the cashier felt surprised beyond words after an old photo reminded me of a forgotten trip this afternoon.,suprise
my manager did not expect it at all: the teacher canceled the surprise quiz this afternoon and felt shocked.,suprise
to my surprise I got accepted on my first try last night and the doctor felt taken aback.,suprise
I was taken aback because the door opened right as I reached for my keys late at night just now; I needed a second to process it.,suprise
my classmate felt startled after my payment went through after days of failure this morning.,suprise
just then the doctor felt amazed because the security check was unexpectedly quick at home; I stared at it for a few seconds.,suprise
this afternoon my teacher was shocked since my payment went through after days of failure before class.,suprise
When my reminder popped up at exactly the right time at school my dad felt pleasantly surprised and paused for a second.,suprise
my cousin did not expect it at all: my reservation was upgraded to a better table this afternoon and felt genuinely surprised.,suprise
When I got accepted on my first try during lunch my colleague felt taken aback and paused for a second.,suprise
my code passed all tests on the first run during the meeting last night; the doctor felt startled immediately.,suprise
I was genuinely surprised because the cafeteria served my favorite meal on the train earlier; I did not see that coming at all.,suprise
We were caught off guard when the team selected my proposal unanimously this evening.,suprise
a few minutes ago my colleague was in disbelief since my code passed all tests on the first run at school.,suprise
the doctor did not expect it at all: my ticket number matched the draw last night and felt taken aback.,suprise
in a split second my roommate felt caught off guard because the system accepted my code on the first submit early in the morning; I looked around to make sure it was real.,suprise
the cashier did not expect it at all: I found a seat on a fully crowded train today and felt caught off guard.,suprise
When the support team solved my issue in minutes early in the morning the cashier felt in disbelief and paused for a second.,suprise
When the security check was unexpectedly quick at home my colleague felt surprised and curious and paused for a second.,suprise
We were shocked when the game ended with a dramatic comeback right before I left.,suprise
